title;abstract
Coupled Variational Recurrent Collaborative Filtering;We focus on the problem of streaming recommender system and explore novel collaborative filtering algorithms to handle the data dynamicity and complexity in a streaming manner. Although deep neural networks have demonstrated the effectiveness of recommendation tasks, it is lack of explorations on integrating probabilistic models and deep architectures under streaming recommendation settings. Conjoining the complementary advantages of probabilistic models and deep neural networks could enhance both model effectiveness and the understanding of inference uncertainties. To bridge the gap, in this paper, we propose a Coupled Variational Recurrent Collaborative Filtering (CVRCF) framework based on the idea of Deep Bayesian Learning to handle the streaming recommendation problem. The framework jointly combines stochastic processes and deep factorization models under a Bayesian paradigm to model the generation and evolution of users' preferences and items' popularities. To ensure efficient optimization and streaming update, we further propose a sequential variational inference algorithm based on a cross variational recurrent neural network structure. Experimental results on three benchmark datasets demonstrate that the proposed framework performs favorably against the state-of-the-art methods in terms of both temporal dependency modeling and predictive accuracy. The learned latent variables also provide visualized interpretations for the evolution of temporal dynamics.
Multivariate Realized Volatility Forecasting with Graph Neural Network;"Financial economics and econometrics literature demonstrate that the limit order book data is useful in predicting short-term volatility in stock markets. In this paper, we are interested in forecasting short-term realized volatility in a multivariate approach based on limit order book data and relational stock market networks. To achieve this goal, we introduce Graph Transformer Network for Volatility Forecasting. The model allows combining limit order book features and a large number of temporal and cross-sectional relations from different sources. Through experiments based on about 500 stocks from S&amp;P 500 index, we find a better performance for our model than for other benchmarks."
A Decision Support System with Intelligent Recommendation for Multi-Disciplinary Medical Treatment;Recent years have witnessed an emerging trend for improving disease treatment by forming multi-disciplinary medical teams. The collaboration among specialists from multiple medical domains has been shown to be significantly helpful for designing comprehensive and reliable regimens, especially for incurable diseases. Although this kind of multi-disciplinary treatment has been increasingly adopted by healthcare providers, a new challenge has been introduced to the decision-making process—how to efficiently and effectively develop final regimens by searching for candidate treatments and considering inputs from every expert. In this article, we present a sophisticated decision support system called MdtDSS (a decision support system (DSS) for multi-disciplinary treatment (Mdt)), which is particularly developed to guide the collaborative decision-making in multi-disciplinary treatment scenarios. The system integrates a recommender system that aims to search for personalized candidates from a large-scale high-quality regimen pool and a voting system that helps collect feedback from multiple specialists without potential bias. Our decision support system optimally combines machine intelligence and human experience and helps medical practitioners make informed and accountable regimen decisions. We deployed the proposed system in a large hospital in Shanghai, China, and collected real-world data on large-scale patient cases. The evaluation shows that the proposed system achieves outstanding results in terms of high-quality multi-disciplinary treatment.
Dual Attention Transfer in Session-Based Recommendation with Multi-Dimensional Integration;Session-based recommendation (SBR) is widely used in e-commerce to predict the anonymous user's next click action according to a short sequence. Many previous studies have shown the potential advantages of applying Graph Neural Networks (GNN) to SBR tasks. However, the existing SBR models using GNN to solve user preference problems are only based on one single dataset to obtain one recommendation model during training. While the single dataset has the problems including the excessive sparse data source and the long-distance relationship of items. Therefore, introducing the dual transfer, which can enrich the data source, to SBR is absolutely necessary. To this end, a new method is proposed in this paper, which is called dual attention transfer based on multi-dimensional integration (DAT-MDI): (i) DAT uses a potential mapping method based on a slot attention mechanism to extract the user's representation information in different sessions between multiple domains. (ii) MDI combines the graph neural network for the graphs (session graph and global graph) and the gate recurrent unit (GRU) for the sequence to learn the item representation in each session. Then the multi-level session representation are combined by a soft-attention mechanism. We do a variety of experiments on four benchmark datasets which have shown that the superiority of the DAT-MDI model over the state-of-the-art methods.
Personalized Purchase Prediction of Market Baskets with Wasserstein-Based Sequence Matching;Personalization in marketing aims at improving the shopping experience of customers by tailoring services to individuals. In order to achieve this, businesses must be able to make personalized predictions regarding the next purchase. That is, one must forecast the exact list of items that will comprise the next purchase, ie, the so-called market basket. Despite its relevance to firm operations, this problem has received surprisingly little attention in prior research, largely due to its inherent complexity. In fact, state-of-the-art approaches are limited to intuitive decision rules for pattern extraction, so that repeat purchases or co-purchases can be identified. However, the simplicity of the pre-coded rules impedes performance, since decision rules operate in an autoregressive fashion: the rules can only make inferences from past purchases of a single customer without taking into account the knowledge transfer that takes place between customers.In contrast, our research overcomes the limitations of pre-set rules by contributing a novel predictor of market baskets from sequential purchase histories: our predictions are based on similarity matching in order to identify similar purchase habits among the complete shopping histories of all customers. Our contributions are as follows: (1) We propose similarity matching based on subsequential dynamic time warping (SDTW) as a novel predictor of market baskets. Thereby, we can effectively identify cross-customer patterns. (2) We leverage the Wasserstein distance for measuring the similarity among embedded purchase histories. If desired, this can further be interpreted as a proxy to the prediction quality. (3) We develop a fast approximation algorithm for computing a lower bound of the Wasserstein distance in our setting. An extensive series of computational experiments demonstrates the effectiveness of our approach. The accuracy of identifying the exact market baskets based on state-of-the-art decision rules from the literature is outperformed by a factor of 4.0. This contributes to a further personalization in the provision of retail services. The actual use cases are widespread and include making customers tailored offerings in marketing, extending recommender systems for the purpose of suggesting personalized market baskets, and triggering product deliveries before purchase in order to accelerate delivery.
Logistic Regression in Rental Price and Room Type Prediction Based on Airbnb Open Dataset;"Based on Aribnb open dataset, this paper is using Logistic Regression—a machine learning method, to analyse how attributes like location and neighbourhood influence the rental price; and, based on the given attributes associate with the estate, predict both rental price and room type. This work is beneficial to the travelers who have the demand in finding an appropriate estate; it can be also instructive in building the recommendation system which can help travelers to find the best estate they want. Apart from the ordinary method in constructing Logistic Regression model which is binary classification, this paper is using softmax function to implement multi-classification which is room type prediction in this work. Through price prediction did not reach the desirable outcome, the room type prediction, however, reached the accuracy about 80%."
ASPIRE: Air Shipping Recommendation for E-Commerce Products via Causal Inference Framework;Speed of delivery is critical for the success of e-commerce platforms. Faster delivery promise to the customer results in increased conversion and revenue. There are typically two mechanisms to control the delivery speed - a) replication of products across warehouses, and b) air-shipping the product. In this paper, we present a machine learning based framework to recommend air-shipping eligibility for products. Specifically, we develop a causal inference framework (referred to as Air Shipping Recommendation or ASPIRE) that balances the trade-off between revenue or conversion and delivery cost to decide whether a product should be shipped via air. We propose a doubly-robust estimation technique followed by an optimization algorithm to determine air eligibility of products and calculate the uplift in revenue and shipping cost. We ran extensive experiments (both offline and online) to demonstrate the superiority of our technique as compared to the incumbent policies and baseline approaches. ASPIRE resulted in a lift of +79 bps of revenue as measured through an A/B experiment in an emerging marketplace on Amazon.
Towards a Knowledge Graph-Based Approach for Context-Aware Points-of-Interest Recommendations;Context-aware Recommender Systems (CARS) are becoming an integral part of the everyday life by providing users the ability to retrieve relevant information based on their contextual situation. To increase the predictive power considering many parameters, such as mood, hunger level and user preferences, information from heterogeneous sources should be leveraged. However, these data sources are typically isolated and unexplored and the efforts for integrating them are exacerbated by variety of data structures used for their modelling and costly pre-processing operations. We propose a Knowledge Graph-based approach to allow integration of data according to abstract semantic models for Points-of-Interests (POI)s recommendation scenarios. By enriching data with information about attributes, relationships and their meaning, additional knowledge can be derived from what already exists. We demonstrate the applicability of the proposed approach with a concrete example showing benefits of the retrieving the dispersed data with a unified access mechanism.
Decoupled Hyperbolic Graph Attention Network for Modeling Substitutable and Complementary Item Relationships;Modeling substitutable and complementary item relationships is a fundamental and important topic for recommendation in e-commerce online scenarios. In the real world, item relationships are usually coupled, heterogeneous and they also have abundant side information and hierarchical data structures. Recently, to take full advantage of both sides information and topological structure, graph neural networks are widely explored in relationship modeling. However, the existing methods are crude in decoupling heterogeneous relationships. Their model designs lack deep insight of relationships' coupling mode, i.e. neglects the prior knowledge of how relationships affect each other. In addition, many existing graph methods, regardless of how they handle coupled relationships, are deployed in Euclidean spaces, which distorts hierarchical data structure and limits the expressive power due to the non power law characteristic of Euclidean topology. In this paper, we propose a novel Decoupled Hyperbolic Graph Attention Network (DHGAN). The innovations of our DHGAN can be highlighted as two aspects. Firstly, we design metapaths in an adequate way following an algebraic perspective of relationships coupling mode, which helps achieving better model interpretability. Secondly, DHGAN maps heterogeneous relationships into separate hyperbolic spaces, which can better capture the hierarchical information of graph nodes and helps improving model's representational capacity. We conduct extensive experiments on three public real-world datasets, demonstrating DHGAN is superior to the state-of-the-art graph baselines. We release the codes at https://github.com/wt-tju/DHGAN.
A Decentralized Recommendation Engine in the Social Internet of Things;In the Social Internet of Things (SIoT), the connected objects operate autonomously to request and provide information and services to end users. Following concepts and aspects from human social networks, the objects interact with each other, and over time develop trustworthy relationships. By mitigating security and privacy concerns, the benefit to end users is more effective and trustworthy services. In this work, we design a recommender system over SIoT. The recommender takes advantage of the social dynamics that drive the behavior and interactions of autonomous objects as they attempt to discover and return the best possible result. The main aim is to facilitate the optimum pairing of objects so as to enable effective recommendations.
Implementing IoT-Adaptive Fuzzy Neural Network Model Enabling Service for Supporting Fashion Retail;The fashion industry operates in a fast moving and dynamic environment which requires fashion designers to respond to market trends continuously. This study investigates potential for application of Internet of Things (IoT) in fashion retail. Customer in-store behaviors may reflect their hidden preferences. This study is based on use of IoT as a framework of data collection tools to capture customer behaviors in-store. Artificial intelligence (AI) such Fuzzy logic and Adaptive Neuro-Fuzzy Inference System (ANFIS) are used to analyze customer purchasing intentions and simulation will be used to illustrate the model [1].This study shows that IoT can obtain the required data of customer behaviors and use AI to analyze the preferences. It can be used in-store to help salespersons to respond to customer needs faster and accurately. The data obtained after analyzing can be used in supply chain planning.
PrivateJobMatch: A Privacy-Oriented Deferred Multi-Match Recommender System for Stable Employment;Coordination failure reduces match quality among employers and candidates in the job market, resulting in a large number of unfilled positions and/or unstable, short-term employment. Centralized job search engines provide a platform that connects directly employers with job-seekers. However, they require users to disclose a significant amount of personal data, i.e., build a user profile, in order to provide meaningful recommendations. In this paper, we present PrivateJobMatch - a privacy-oriented deferred multi-match recommender system - which generates stable pairings while requiring users to provide only a partial ranking of their preferences. PrivateJobMatch explores a series of adaptations of the game-theoretic Gale-Shapley deferred acceptance algorithm which combine the flexibility of decentralized markets with the intelligence of centralized matching. We identify the shortcomings of the original algorithm when applied to a job market and propose novel solutions that rely on machine learning techniques. Experimental results on real and synthetic data confirm the benefits of the proposed algorithms across several quality measures. Over the past year, we have implemented a PrivateJobMatch prototype and deployed it in an active job market economy. Using the gathered real-user preference data, we find that the match recommendations are superior to a typical decentralized job market---while requiring only a partial ranking of the user preferences.
Representation Learning for Dynamic Graphs: A Survey;Graphs arise naturally in many real-world applications including social networks, recommender systems, ontologies, biology, and computational finance. Traditionally, machine learning models for graphs have been mostly designed for static graphs. However, many applications involve evolving graphs. This introduces important challenges for learning and inference since nodes, attributes, and edges change over time. In this survey, we review the recent advances in representation learning for dynamic graphs, including dynamic knowledge graphs. We describe existing models from an encoder-decoder perspective, categorize these encoders and decoders based on the techniques they employ, and analyze the approaches in each category. We also review several prominent applications and widely used datasets and highlight directions for future research.
Academic Social Network-Based Recommendation Approach for Knowledge Sharing;Academic information overload has brought researchers great difficulty due to the rapid growth of scientific articles. Methods have been proposed to help professional readers find relevant articles on the basis of their publications. Although effectively sharing publications is essential to spreading knowledge and ideas, few studies have focused on knowledge sharing from an author perspective. This study leverages the online academic social network to propose a recommendation approach for knowledge sharing. In our approach, we integrate researcher-level and document-level analyses in the same model. Our model works in two stages: 1) researcher-level analysis and 2) document-level analysis. The former combines research topic relevance, social relations, and research quality dimension, and the latter uses the machine learning method to learn the vector representation for each word. Online social behavior information is also leveraged to enhance readers' short-term interests. Our approach is deployed in ScholarMate, a prevalent academic social network. Compared with other baseline methods (CB, LDA, and part of the proposed approach), our approach significantly improves the accuracy of recommendations. Moreover, our method can disseminate papers efficiently to readers who have no publications.
Weighted Neural Collaborative Filtering: Deep Implicit Recommendation with Weighted Positive and Negative Feedback;Being able to generate personalized recommendations is a widespread objective in (online) retail. The focus of this research is to estimate the relevance of user-item combinations based on previous interactions using implicit feedback. We do this in a situation where interactions are often repeated, focusing on new ones. We bring two weighting schemes of positive and negative implicit feedback together into a single Weighted Matrix Factorization (WMF) model to handle the uncertainty associated with implicit preference information. Next, we bring the concept of these weighting schemes to a Deep Learning framework by introducing a Neural Weighted Matrix Factorization model (NeuWMF). We experiment with different weights, loss functions, and regularization terms, and evaluate both models using purchase data from an online supermarket. Our WMF model with both weighted positive and negative feedbacks gives superior performance in terms of NDCG and HR over regular WMF models. Even better results are obtained by our NeuWMF model, which is better capable of capturing the complex patterns behind item preferences. Especially the weighting of positive terms gives an extra boost compared to the state-of-the-art NeuMF model. We confirm the practical use of our model results in an experiment on real customer interactions.
A Recommender System for Heterogeneous and Time Sensitive Environment;The digital game industry has recently adopted recommender systems to deliver the most relevant content and suggest the most suitable activities to players. Because of diverse game designs and dynamic experiences, recommender systems typically operate in highly heterogeneous and time-sensitive environments. In this paper, we describe a recommender system at a digital game company which aims to provide recommendations for a large variety of use-cases while being easy to integrate and operate. The system leverages a unified data platform, standardized context and tracking data pipelines, robust naive linear contextual multi-armed bandit algorithms, and experimentation platform for extensibility as well as flexibility. Several games and applications have successfully launched with the recommender system and have achieved significant improvements.
Effects of Personalized and Aggregate Top-N Recommendation Lists on User Preference Ratings;Prior research has shown a robust effect of personalized product recommendations on user preference judgments for items. Specifically, the display of system-predicted preference ratings as item recommendations has been shown in multiple studies to bias users’ preference ratings after item consumption in the direction of the predicted rating. Top-N lists represent another common approach for presenting item recommendations in recommender systems. Through three controlled laboratory experiments, we show that top-N lists do not induce a discernible bias in user preference judgments. This result is robust, holding for both lists of personalized item recommendations and lists of items that are top-rated based on averages of aggregate user ratings. Adding numerical ratings to the list items does generate a bias, consistent with earlier studies. Thus, in contexts where preference biases are of concern to an online retailer or platform, top-N lists, without numerical predicted ratings, would be a promising format for displaying item recommendations.
Exact-K Recommendation via Maximal Clique Optimization;"This paper targets to a novel but practical recommendation problem named exact-K recommendation. It is different from traditional top-K recommendation, as it focuses more on (constrained) combinatorial optimization which will optimize to recommend a whole set of K items called card, rather than ranking optimization which assumes that ""better"" items should be put into top positions. Thus we take the first step to give a formal problem definition, and innovatively reduce it to Maximum Clique Optimization based on graph. To tackle this specific combinatorial optimization problem which is NP-hard, we propose Graph Attention Networks (GAttN) with a Multi-head Self-attention encoder and a decoder with attention mechanism. It can end-to-end learn the joint distribution of the K items and generate an optimal card rather than rank individual items by prediction scores. Then we propose Reinforcement Learning from Demonstrations (RLfD) which combines the advantages in behavior cloning and reinforcement learning, making it sufficient-and-efficient to train the model. Extensive experiments on three datasets demonstrate the effectiveness of our proposed GAttN with RLfD method, it outperforms several strong baselines with a relative improvement of 7.7% and 4.7% on average in Precision and Hit Ratio respectively, and achieves state-of-the-art (SOTA) performance for the exact-K recommendation problem."
Balanced Order Batching with Task-Oriented Graph Clustering;"Balanced order batching problem (BOBP) arises from the process of warehouse picking in Cainiao, the largest logistics platform in China. Batching orders together in the picking process to form a single picking route, reduces travel distance. The reason for its importance is that order picking is a labor intensive process and, by using good batching methods, substantial savings can be obtained. The BOBP is a NP-hard combinational optimization problem and designing a good problem-specific heuristic under the quasi-real-time system response requirement is non-trivial. In this paper, rather than designing heuristics, we propose an end-to-end learning and optimization framework named Balanced Task-orientated Graph Clustering Network (BTOGCN) to solve the BOBP by reducing it to balanced graph clustering optimization problem. In BTOGCN, a task-oriented estimator network is introduced to guide the type-aware heterogeneous graph clustering networks to find a better clustering result related to the BOBP objective. Through comprehensive experiments on single-graph and multi-graphs, we show: 1) our balanced task-oriented graph clustering network can directly utilize the guidance of target signal and outperforms the two-stage deep embedding and deep clustering method; 2) our method obtains an average 4.57m and 0.13m picking distance reduction than the expert-designed algorithm on single and multi-graph set and has a good generalization ability to apply in practical scenario."
An Online Paper Recommendation System Driven by User's Interest Model and User Group;How to recommend appropriate papers to researchers based on their research interest has already attracted lots of attentions. A research interest model based on several historical behaviors is proposed. A reduction function is proposed to adjust the different influences of the behaviors, and then the user group with similar interests is created based on the interest model. Two paper recommendation methods are finally explored, which based on the user's research interests and on the user group, respectively. Experiments show that the proposed research interest model performs well.
Joint Neural Collaborative Filtering for Recommender Systems;We propose a Joint Neural Collaborative Filtering (J-NCF) method for recommender systems. The J-NCF model applies a joint neural network that couples deep feature learning and deep interaction modeling with a rating matrix. Deep feature learning extracts feature representations of users and items with a deep learning architecture based on a user-item rating matrix. Deep interaction modeling captures non-linear user-item interactions with a deep neural network using the feature representations generated by the deep feature learning process as input. J-NCF enables the deep feature learning and deep interaction modeling processes to optimize each other through joint training, which leads to improved recommendation performance. In addition, we design a new loss function for optimization that takes both implicit and explicit feedback, point-wise and pair-wise loss into account.Experiments on several real-world datasets show significant improvements of J-NCF over state-of-the-art methods, with improvements of up to 8.24% on the MovieLens 100K dataset, 10.81% on the MovieLens 1M dataset, and 10.21% on the Amazon Movies dataset in terms of HR@10. NDCG@10 improvements are 12.42%, 14.24%, and 15.06%, respectively. We also conduct experiments to evaluate the scalability and sensitivity of J-NCF. Our experiments show that the J-NCF model has a competitive recommendation performance with inactive users and different degrees of data sparsity when compared to state-of-the-art baselines.
Proposed Model of Academic Reading Material Recommendation System;Cold-start problem and cold-item are something that will happen when an early developed online library of educational institution library tries to recommend scientific articles to users. The reading materials do not even have reviews and/or ratings from previous users, no users have expressed preferences yet, also solely rely on keywords in search engines. The fact that there are abundant holdings in the library, it needs to effectively maintain users' interests to borrow and download academic reading material in accordance with users' interest from holdings in the library repository. This study seeks to provide novelty by finding another way to utilize dataset with only using abstract and title variables as an input parallelly that can provide effective results as a recommendation system. It proposes a word embedding model to be used as topic modeling for the content-based recommendation system to overcome the problems, wherein the attributes are minimum (such as title, author, and abstract) and user data are not available.
Applications of Big Data Analytics in Supply Chain Management: Findings from Expert Interviews;The increased amount of data being generated in virtually every context provides huge potential for a variety of organisational application fields, one of them being Supply Chain Management (SCM). The possibilities and use cases of applying this new type of data, i.e. Big Data (BD), is huge and a large body of research has already been conducted in this area. The current paper aims at identifying the understanding and the applications of BD not from an academic but a practitioners’ point of view. By applying expert interviews, the main aim is to identify (i) a definition of Big Data from SCM practitioners’ point of view, (ii) current SCM activities and processes where BD is already used in practice, (iii) potential future application fields for BD as seen in SCM practice and (iv) main hinderers of BD application. The results show that Big Data is referred to as complex data sets with high volumes and a variety of sources that can't be handled with traditional approaches and require data expert knowledge and SCM domain knowledge to be used in organisational practical. Current applications include the creation of transparency in logistics and SCM, the improvement of demand planning or the support of supplier quality management. The interviewed experts coincide in the view, that BD offers huge potential in future SCM. A shared vision was the implementation of real-time transparency of Supply Chains (SC), the ability to predict the behavior of SCs based on identified data patterns and the possibility to predict the impact of decisions on SCM before they are taken.
What Are Weak Links in the Npm Supply Chain?;Modern software development frequently uses third-party packages, raising the concern of supply chain security attacks. Many attackers target popular package managers, like npm, and their users with supply chain attacks. In 2021 there was a 650% year-on-year growth in security attacks by exploiting Open Source Software's supply chain. Proactive approaches are needed to predict package vulnerability to high-risk supply chain attacks. The goal of this work is to help software developers and security specialists in measuring npm supply chain weak link signals to prevent future supply chain attacks by empirically studying npm package metadata.In this paper, we analyzed the metadata of 1.63 million JavaScript npm packages. We propose six signals of security weaknesses in a software supply chain, such as the presence of install scripts, maintainer accounts associated with an expired email domain, and inactive packages with inactive maintainers. One of our case studies identified 11 malicious packages from the install scripts signal. We also found 2,818 maintainer email addresses associated with expired domains, allowing an attacker to hijack 8,494 packages by taking over the npm accounts. We obtained feedback on our weak link signals through a survey responded to by 470 npm package developers. The majority of the developers supported three out of our six proposed weak link signals. The developers also indicated that they would want to be notified about weak links signals before using third-party packages. Additionally, we discussed eight new signals suggested by package developers.
Dynamic Tensor Recommender Systems;Recommender systems have been extensively used by the entertainment industry, business marketing and the biomedical industry. In addition to its capacity of providing preference-based recommendations as an unsupervised learning methodology, it has been also proven useful in sales forecasting, product introduction and other production related businesses. Since some consumers and companies need a recommendation or prediction for future budget, labor and supply chain coordination, dynamic recommender systems for precise forecasting have become extremely necessary. In this article, we propose a new recommendation method, namely the dynamic tensor recommender system (DTRS), which aims particularly at forecasting future recommendation. The proposed method utilizes a tensor-valued function of time to integrate time and contextual information, and creates a time-varying coefficient model for temporal tensor factorization through a polynomial spline approximation. Major advantages of the proposed method include competitive future recommendation predictions and effective prediction interval estimations. In theory, we establish the convergence rate of the proposed tensor factorization and asymptotic normality of the spline coefficient estimator. The proposed method is applied to simulations, IRI marketing data and Last.fm data. Numerical studies demonstrate that the proposed method outperforms existing methods in terms of future time forecasting.
Interpretable User Behavioral Analysis and Personalized Recommendation with Side Information;Due to information overload, recommender system is developed and widely applied to better predict customer behaviors empowered by interaction data. In this paper, we develop an interpretable recommender system to improve click behavior prediction accuracy. Our proposed recommender system consists of i) designing a user-item interaction rating system defined as the weighted-sum of the multiple interaction variables, where the weight vector is regarded as hyperparameter, ii) using matrix factorization technique to capture the latent structure from the observable user-item interaction, and predict personalized ratings for items not shown to users, and iii) determining the weight vector by optimizing AUC which evaluates click behavior prediction accuracy on a validation set. To be specific, an algorithm with radial basis function surrogates is applied for hyperparameter optimization. We also develop a case study with user behavioral data from Netease music and observe a 15.5% improvement in AUC when incorporating multiple information sources.
The AI Tech-Stack Model;Management and technology challenges of AI-enabled application projects.
Collaborative-based web recommender system for homestay program: A Bridging tool in a tourism supply chain;Homestay Program (HP) initiatives play an important role in Community-based Tourism (CBT), especially for Malaysian tourism industry. HPs offer activities that are catalysts to the community development, focusing those in the rural areas. However, due to technological advancements, promotion and marketing strategy for the unique CBT initiative needs a new and inventive move. This leads to the proposed technology-based framework for a system as part of the specific CBT supply chain (CBTSC), known as the Collaborative-based Web Recommender (CBWR) system or simply, website. The CBTSC is further intensified to emerge the CBWR sub-supply chain model. As part of the CBWR model, the CBWR website is able to essentially promote the CBT effort of HP worldwide, thus supports community development and livelihood. © ExcelingTech Pub, UK.
Who Needs to Know What, When?: Broadening the Explainable AI (XAI) Design Space by Looking at Explanations Across the AI Lifecycle;The interpretability or explainability of AI systems (XAI) has been a topic gaining renewed attention in recent years across AI and HCI communities. Recent work has drawn attention to the emergent explainability requirements of in situ, applied projects, yet further exploratory work is needed to more fully understand this space. This paper investigates applied AI projects and reports on a qualitative interview study of individuals working on AI projects at a large technology and consulting company. Presenting an empirical understanding of the range of stakeholders in industrial AI projects, this paper also draws out the emergent explainability practices that arise as these projects unfold, highlighting the range of explanation audiences (who), as well as how their explainability needs evolve across the AI project lifecycle (when). We discuss the importance of adopting a sociotechnical lens in designing AI systems, noting how the “AI lifecycle” can serve as a design metaphor to further the XAI design field.
